custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,city_BOM,city_DEL,city_MAA,city_BLR,favday_Monday,favday_Tuesday,favday_Friday,favday_Thursday,favday_Wednesday,favday_Saturday,favday_Sunday,created_year,created_month,firstorder_year,firstorder_month,lastorder_year,lastorder_month
EG43LU,1,2013-10-05,2013-10-07,2013-10-07,35,8.571428571,5.714285714,40.95,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
U9KRU7,0,2013-10-05,2013-10-05,2013-10-05,2,0.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
WEEFS9,1,2013-10-05,2013-10-08,2013-10-08,38,23.68421053,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
NZXXY2,1,2013-10-05,2013-11-03,2013-11-03,40,10.0,7.5,30.51,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
V8BSZ6,1,2013-09-30,2013-10-05,2013-10-05,31,12.90322581,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,2013,9,2013,9
524KE7,1,2013-10-05,2013-11-05,2013-11-05,41,4.87804878,4.87804878,30.13,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
9F9A5S,1,2013-10-05,2013-10-08,2013-11-25,37,48.64864865,13.51351351,110.89,0.0625,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
3X3FKJ,1,2013-10-05,2013-10-05,2013-12-19,42,23.80952381,4.761904762,37.73,0.026666667,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
M2EVRM,1,2013-10-05,2013-10-05,2013-10-18,43,67.44186047,13.95348837,28.99,0.153846154,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
P3RH5N,1,2013-10-05,2013-10-20,2013-11-03,49,6.12244898,2.040816327,54.14,0.142857143,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
A6U9DC,1,2013-10-05,2013-10-05,2013-10-05,26,61.53846154,19.23076923,42.55,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
AXZGDA,1,2013-10-05,2013-11-03,2013-11-03,37,13.51351351,8.108108108,17.37,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
F9KMM8,1,2013-10-05,2013-10-05,2013-10-05,33,33.33333333,12.12121212,40.25,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
DUAQ7X,1,2013-10-05,2013-11-03,2013-11-03,40,7.5,5.0,68.88,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
J2EJ2K,1,2013-10-05,2013-10-06,2013-10-06,31,32.25806452,6.451612903,152.85,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
E9KBEC,1,2013-10-05,2013-10-06,2014-01-12,31,41.93548387,16.12903226,94.25,0.030612245,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
RVFD45,1,2013-10-05,2013-10-05,2013-10-21,29,44.82758621,20.68965517,69.9,0.3125,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
AGKLF3,1,2013-10-05,2013-10-21,2013-10-21,35,8.571428571,2.857142857,152.97,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
PC6PHQ,1,2013-10-05,2013-11-08,2013-11-08,41,43.90243902,7.317073171,31.03,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
MS7M7A,0,2013-10-05,2013-11-04,2013-11-04,15,33.33333333,13.33333333,104.77,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
T4CK8Z,1,2013-10-05,2013-10-05,2013-11-03,48,16.66666667,2.083333333,35.5,0.068965517,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
Y6FNR4,1,2013-10-05,2013-12-09,2013-12-09,47,17.0212766,10.63829787,67.44,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,11,2013,11
A5RQ7D,0,2013-10-01,2013-10-09,2013-10-09,8,87.5,12.5,53.03,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,9,2013,9,2013,9
H2JBJY,0,2013-10-05,2013-10-28,2013-10-28,7,57.14285714,14.28571429,30.64,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
XJCXUF,1,2013-10-05,2013-10-05,2013-10-05,24,45.83333333,4.166666667,59.67,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
4WA9YD,1,2013-10-05,2013-11-05,2013-11-05,35,74.28571429,17.14285714,35.51,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
A23WQU,1,2013-10-05,2013-11-08,2013-12-20,33,96.96969697,18.18181818,48.76,0.047619048,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,11
M7EZRT,1,2013-10-05,2013-10-26,2013-10-26,37,18.91891892,8.108108108,91.74,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
FDC5TG,1,2013-10-05,2013-11-08,2013-11-08,42,11.9047619,4.761904762,39.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
8EFSSN,1,2013-10-05,2013-10-06,2014-01-12,34,50.0,23.52941176,67.66,0.071428571,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
8JMUY6,1,2013-10-05,2013-12-22,2013-12-22,45,20.0,8.888888889,32.86,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,11,2013,11
MNUYEV,1,2013-10-05,2014-01-15,2014-01-15,36,66.66666667,2.777777778,58.03,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2014,0,2014,0
ZSJDP8,1,2013-10-05,2013-10-16,2013-10-16,33,21.21212121,15.15151515,131.65,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
DCW53W,1,2013-10-05,2013-10-22,2013-10-22,38,2.631578947,2.631578947,53.54,0.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
XNPDVU,1,2013-10-05,2013-10-05,2013-10-05,40,0.0,0.0,84.61,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
ZDGGDK,1,2013-10-05,2013-10-05,2014-01-03,40,17.5,2.5,227.84,0.055555556,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
MES9R4,1,2013-10-05,2013-11-09,2013-11-09,36,55.55555556,16.66666667,25.56,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
TYCYP9,0,2013-10-05,2013-11-04,2013-11-04,10,30.0,10.0,48.42,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
LF6DAR,1,2013-10-05,2013-10-09,2013-11-27,40,17.5,5.0,36.61,0.040816327,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
9KWCHR,1,2013-10-05,2013-10-08,2013-10-08,33,75.75757576,9.090909091,86.91,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
9EBZJA,1,2013-10-05,2013-10-05,2013-10-05,36,5.555555556,0.0,69.22,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
KALANX,1,2013-10-05,2013-10-15,2013-11-20,39,10.25641026,5.128205128,53.41,0.083333333,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
LGXMLQ,1,2013-10-05,2013-10-07,2013-12-27,42,26.19047619,7.142857143,64.2,0.037037037,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
RXADSC,1,2013-10-05,2013-10-08,2013-10-23,40,5.0,2.5,57.37,0.133333333,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
94YGCC,0,2013-10-05,2013-10-05,2013-10-05,13,7.692307692,0.0,58.22,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
NK73W9,1,2013-10-05,2013-10-05,2013-10-05,29,37.93103448,13.79310345,54.1,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
EQ4V8M,1,2013-10-05,2013-11-08,2013-11-08,38,13.15789474,10.52631579,89.69,0.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
4C9UH8,1,2013-10-05,2013-10-05,2013-10-05,35,11.42857143,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
NQUL2G,1,2013-10-05,2013-12-10,2013-12-10,40,50.0,5.0,35.72,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,11,2013,11
9U6M5B,1,2013-10-05,2013-10-13,2013-10-13,36,11.11111111,8.333333333,32.66,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
JML6C8,1,2013-10-05,2013-11-01,2013-12-19,44,25.0,4.545454545,79.98,0.041666667,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,11
AE6XSR,0,2013-10-05,2013-10-05,2013-10-05,1,100.0,100.0,40.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
X9XWAA,0,2013-10-05,2013-10-29,2013-10-29,5,20.0,20.0,98.12,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
QTKETQ,0,2013-09-20,2013-10-05,2013-10-05,5,80.0,20.0,49.39,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,8,2013,9,2013,9
QQ9N6V,1,2013-10-05,2013-10-05,2013-11-03,30,10.0,6.666666667,79.42,0.103448276,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
J9AR6R,1,2013-10-05,2013-10-05,2013-10-05,38,2.631578947,2.631578947,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
4CHRRV,1,2013-10-05,2013-10-13,2013-12-25,34,50.0,26.47058824,71.12,0.04109589,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
C2JLKM,0,2013-10-05,2013-10-05,2013-10-05,26,19.23076923,0.0,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
CFA5JS,1,2013-10-05,2013-10-05,2013-10-05,28,28.57142857,14.28571429,45.1,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
6S5ENX,1,2013-10-05,2013-10-05,2013-10-05,38,0.0,0.0,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
MF3RRQ,1,2013-10-05,2014-01-11,2014-01-11,33,21.21212121,6.060606061,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2014,0,2014,0
2YHF8T,1,2013-10-05,2013-10-05,2013-10-05,31,29.03225806,3.225806452,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
TFMCCE,1,2013-10-05,2013-10-05,2013-10-05,33,9.090909091,9.090909091,102.78,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
YSPK2W,1,2013-10-05,2013-10-05,2013-10-20,28,32.14285714,7.142857143,93.43,0.133333333,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
6WFAGF,1,2013-10-05,2013-10-05,2013-10-05,29,41.37931034,0.0,22.44,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
2K6QD8,1,2013-10-05,2013-10-21,2013-10-21,34,11.76470588,5.882352941,60.44,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
ATLFBV,1,2013-10-05,2013-10-05,2013-10-28,36,41.66666667,8.333333333,53.32,0.086956522,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
4EZXXH,0,2013-10-05,2013-10-05,2013-10-05,6,100.0,0.0,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
J2VA5Q,1,2013-10-05,2013-10-05,2013-10-05,35,8.571428571,0.0,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
88ND2V,0,2013-10-05,2013-10-06,2014-01-13,15,6.666666667,6.666666667,101.91,0.141414141,1,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
524TVD,1,2013-10-05,2013-10-05,2013-10-05,35,8.571428571,0.0,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
CWTWH7,1,2013-10-06,2013-10-30,2013-10-30,40,17.5,0.0,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
FKTKKU,1,2013-10-06,2013-10-06,2013-10-06,27,37.03703704,22.22222222,40.25,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
L6NCM7,1,2013-10-04,2013-10-06,2013-11-04,48,16.66666667,2.083333333,35.5,0.068965517,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
8TAN5U,1,2013-10-06,2013-10-06,2013-10-06,32,12.5,9.375,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
KBUMGB,1,2013-10-06,2013-10-06,2013-10-06,30,13.33333333,0.0,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
MZLZL3,0,2013-10-06,2013-10-06,2013-10-06,7,100.0,28.57142857,40.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
AG3LG9,1,2013-10-06,2013-10-06,2013-10-06,36,2.777777778,0.0,90.59,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
YBX724,0,2013-10-06,2013-10-06,2013-10-06,1,100.0,0.0,52.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
83ZGB9,1,2013-10-06,2013-10-06,2013-10-06,19,73.68421053,0.0,50.56,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
7SRJX9,1,2013-10-06,2013-10-07,2013-10-13,29,20.68965517,6.896551724,91.73,0.333333333,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
38HGZN,1,2013-10-06,2013-11-09,2013-11-09,34,58.82352941,2.941176471,29.8,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
BM45RN,1,2013-10-06,2013-10-21,2013-11-19,27,96.2962963,11.11111111,47.4,0.068965517,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
JV35S2,1,2013-10-06,2013-11-03,2013-11-17,36,16.66666667,5.555555556,62.14,0.142857143,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
F3F87R,1,2013-10-06,2013-11-02,2013-11-02,37,10.81081081,8.108108108,87.3,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
LDHTY5,1,2013-10-06,2013-11-05,2013-11-05,28,67.85714286,10.71428571,81.8,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,10,2013,10
6N4D48,1,2013-10-06,2013-11-03,2013-12-17,33,87.87878788,15.15151515,57.39,0.068181818,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,11
GAGP6Y,0,2013-10-06,2013-10-17,2013-10-17,4,50.0,25.0,29.94,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
22PVJN,1,2013-10-06,2013-10-08,2013-10-08,33,0.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
7MDRU5,1,2013-10-06,2013-11-10,2013-11-10,36,47.22222222,30.55555556,88.7,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
QBBZJQ,1,2013-10-06,2013-10-31,2013-10-31,37,8.108108108,2.702702703,79.8,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,9,2013,9,2013,9
L5QTE3,1,2013-10-06,2013-11-06,2013-11-06,41,17.07317073,4.87804878,83.7,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
R59A6D,0,2013-10-06,2013-11-04,2013-11-04,8,100.0,37.5,80.44,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
U4MB3Z,1,2013-10-06,2013-10-06,2013-10-06,37,0.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
WFGK3F,1,2013-10-06,2013-10-20,2013-10-20,37,5.405405405,5.405405405,90.55,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
MNN4HD,1,2013-10-06,2013-11-05,2013-11-05,41,2.43902439,2.43902439,79.96,0.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
9M3AG5,1,2013-10-06,2013-11-08,2013-11-08,35,34.28571429,8.571428571,49.45,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
4KR4GY,0,2013-10-06,2013-11-09,2013-11-09,16,56.25,37.5,30.92,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,10,2013,10
YGACQW,0,2013-10-06,2013-10-31,2013-10-31,5,80.0,20.0,29.44,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
2MF4M4,1,2013-10-06,2013-11-09,2013-11-09,33,39.39393939,9.090909091,25.56,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
AMYM8K,1,2013-10-06,2013-10-22,2013-10-22,33,21.21212121,12.12121212,79.84,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
BQRLHA,1,2013-10-06,2013-11-09,2013-11-24,34,52.94117647,5.882352941,130.19,0.133333333,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
HNA27L,1,2013-10-06,2013-12-08,2013-12-08,39,30.76923077,7.692307692,55.89,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,11,2013,11
SY4GFR,1,2013-10-06,2013-11-07,2013-11-07,38,18.42105263,10.52631579,32.65,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
RP6E7J,1,2013-10-06,2013-10-08,2013-11-14,32,28.125,12.5,49.79,0.216216216,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
U9MVQK,0,2013-10-12,2013-10-14,2013-10-14,31,25.80645161,6.451612903,95.85,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
RYQ5ZD,1,2013-10-06,2013-10-07,2013-11-03,36,2.777777778,2.777777778,99.99,0.074074074,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
RPWGC5,1,2013-10-06,2013-11-05,2013-11-05,36,16.66666667,13.88888889,79.32,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,10,2013,10
X47PAB,1,2013-10-06,2013-11-05,2014-01-08,33,60.60606061,33.33333333,87.48,0.0625,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2014,0
DJJUH7,1,2013-10-06,2013-10-14,2013-10-22,25,72.0,8.0,46.18,0.25,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
BUKTZB,1,2013-10-06,2013-10-23,2014-01-05,35,71.42857143,14.28571429,100.45,0.027027027,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,9,2013,9,2014,0
8ULH5D,1,2013-10-06,2013-11-09,2013-11-09,36,58.33333333,22.22222222,80.69,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
ETJVHN,1,2013-10-06,2013-10-27,2013-11-17,36,11.11111111,5.555555556,44.94,0.095238095,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
K3BTW7,1,2013-10-06,2013-10-13,2014-01-12,38,18.42105263,7.894736842,112.13,0.065934066,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
28M7EZ,1,2013-10-06,2013-11-04,2013-11-04,43,9.302325581,4.651162791,63.94,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
Z5PFDH,0,2013-10-06,2013-10-28,2014-01-20,14,92.85714286,28.57142857,35.72,0.035714286,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
TCRKWC,1,2013-10-06,2013-11-04,2013-11-04,40,10.0,2.5,80.62,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,10,2013,10
U3PMQ8,1,2013-10-06,2013-12-28,2014-01-14,45,24.44444444,6.666666667,46.24,0.117647059,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,11,2014,0
